Solver,Puzzle Set,Puzzle Number,Time (s),Clauses
PycoEdgeSolver,9x9,88,301924583,65854
PycoEdgeSolver,9x9,89,266550417,44593
PycoEdgeSolver,9x9,90,317834292,67908
PycoEdgeSolver,9x9,91,721552417,129626
PycoEdgeSolver,9x9,92,215635542,44593
PycoEdgeSolver,9x9,93,1337554917,230808
PycoEdgeSolver,9x9,94,397380042,44808
PycoEdgeSolver,9x9,95,434786042,45885
PycoEdgeSolver,9x9,96,391531459,42655
PycoEdgeSolver,9x9,97,337991709,44808
PycoEdgeSolver,9x9,98,362048417,65854
PycoEdgeSolver,9x9,99,219595292,44808
PycoEdgeSolver,9x9,100,244642833,43301
PycoEdgeSolver,9x9,101,289890750,44808
PycoEdgeSolver,9x9,102,223011292,44593
PycoEdgeSolver,9x9,103,373821625,70304
PycoEdgeSolver,9x9,104,231603666,45454
PycoEdgeSolver,9x9,105,268446417,44808
PycoEdgeSolver,9x9,106,208260041,43947
PycoEdgeSolver,9x9,107,703592334,136909
PycoEdgeSolver,9x9,108,214595208,44593
PycoEdgeSolver,9x9,109,278717500,43301
PycoEdgeSolver,9x9,110,225375333,44162
PycoEdgeSolver,9x9,111,338153459,45023
PycoEdgeSolver,9x9,112,1288439334,129626
PycoEdgeSolver,9x9,113,324468792,69277
PycoEdgeSolver,9x9,114,276629792,45239
PycoEdgeSolver,9x9,115,228153917,44808
PycoEdgeSolver,9x9,116,270107375,43947
PycoEdgeSolver,9x9,117,256515667,45885
PycoEdgeSolver,9x9,118,269701542,43947
PycoEdgeSolver,9x9,119,361044583,65854
PycoEdgeSolver,9x9,120,305134375,70304
PycoEdgeSolver,9x9,121,461644084,92971
PycoEdgeSolver,9x9,122,261787833,43947
PycoEdgeSolver,9x9,123,821184166,136909
PycoEdgeSolver,9x9,124,418956333,43301
PycoEdgeSolver,9x9,125,231405708,45239
PycoEdgeSolver,9x9,126,266570250,44593
PycoEdgeSolver,9x9,127,236147167,43947
PycoEdgeSolver,9x9,128,216698375,44593
PycoEdgeSolver,9x9,129,269433750,44593
PycoEdgeSolver,9x9,130,237933209,45454
PycoEdgeSolver,9x9,131,268560667,43301
PycoEdgeSolver,9x9,132,223287875,43947
PycoEdgeSolver,9x9,133,509282541,97573
PycoEdgeSolver,9x9,134,366349958,68935
PycoEdgeSolver,9x9,135,363897625,64827
PycoEdgeSolver,9x9,136,204383834,43301
PycoEdgeSolver,9x9,137,297832125,45454
PycoEdgeSolver,9x9,138,222427083,44593
PycoEdgeSolver,9x9,139,279429875,44593
PycoEdgeSolver,9x9,140,520661083,98084
PycoEdgeSolver,9x9,141,649842583,127441
PycoEdgeSolver,9x9,142,315143541,64827
PycoEdgeSolver,9x9,143,307300459,44593
PycoEdgeSolver,9x9,144,308867125,67908
PycoEdgeSolver,9x9,145,265456833,45239
PycoEdgeSolver,9x9,146,208890958,44162
PycoEdgeSolver,9x9,147,285677459,45669
PycoEdgeSolver,9x9,148,841120209,166472
PycoEdgeSolver,9x9,149,235667333,45454
PycoEdgeSolver,9x9,150,203606042,43947
PycoEdgeSolver,9x9,151,674578209,131811
PycoEdgeSolver,9x9,152,287196834,63800
PycoEdgeSolver,9x9,153,274499083,43947
PycoEdgeSolver,9x9,154,218581209,44593
PycoEdgeSolver,9x9,155,260964667,45239
PycoEdgeSolver,9x9,156,236020541,45454
PycoEdgeSolver,9x9,157,282621208,43947
PycoEdgeSolver,9x9,158,222942084,46100
PycoEdgeSolver,9x9,159,206071375,43301
PycoEdgeSolver,9x9,160,292689208,43301
PycoEdgeSolver,9x9,161,677301917,139094
PycoEdgeSolver,9x9,162,263681667,43301
PycoEdgeSolver,9x9,163,205734375,44808
PycoEdgeSolver,9x9,164,269189541,43301
PycoEdgeSolver,9x9,165,316951666,65854
PycoEdgeSolver,9x9,166,296846750,45023
PycoEdgeSolver,9x9,167,194156042,43731
PycoEdgeSolver,9x9,168,272123292,44593
PycoEdgeSolver,9x9,169,230394209,43301
PycoEdgeSolver,9x9,170,290887250,46746
PycoEdgeSolver,9x9,171,578112459,101152
PycoEdgeSolver,9x9,172,265103250,43301
PycoEdgeSolver,9x9,173,274534833,44593
PycoEdgeSolver,9x9,174,252538000,45239
PycoEdgeSolver,9x9,175,249080125,44162
PycoEdgeSolver,9x9,176,284145375,44808
PycoEdgeSolver,9x9,177,234118917,43301
PycoEdgeSolver,9x9,178,372234916,66881
PycoEdgeSolver,9x9,179,261358625,43301
PycoEdgeSolver,9x9,180,213527792,43947
PycoEdgeSolver,9x9,181,216732083,44162
PycoEdgeSolver,9x9,182,278231000,45239
PycoEdgeSolver,9x9,183,218816625,45454
PycoEdgeSolver,9x9,184,376490583,67223
PycoEdgeSolver,9x9,185,278939917,44593
PycoEdgeSolver,9x9,186,203256250,44593
PycoEdgeSolver,9x9,187,603206000,129626
PycoEdgeSolver,9x9,188,371660583,68592
PycoEdgeSolver,9x9,189,298979625,45454
PycoEdgeSolver,9x9,190,297311125,67223
PycoEdgeSolver,9x9,191,432916292,66881
PycoEdgeSolver,9x9,192,384396375,72700
PycoEdgeSolver,9x9,193,643352041,129626
PycoEdgeSolver,9x9,194,853062542,178464
PycoEdgeSolver,9x9,195,370301875,66881
PycoEdgeSolver,9x9,196,199847667,43947
PycoEdgeSolver,9x9,197,357472958,67223
PycoEdgeSolver,9x9,198,207535083,44377
PycoEdgeSolver,9x9,199,366824166,65854
PycoEdgeSolver,9x9,200,832844250,171469
PycoEdgeSolver,10x10,1,668988166,130410
PycoEdgeSolver,10x10,2,1208399042,176060
PycoEdgeSolver,10x10,3,344794000,58977
PycoEdgeSolver,10x10,4,1811472667,379216
PycoEdgeSolver,10x10,5,426013625,56824
PycoEdgeSolver,10x10,6,367700292,58331
PycoEdgeSolver,10x10,7,412154750,58116
PycoEdgeSolver,10x10,8,683381958,125808
PycoEdgeSolver,10x10,9,468414833,91481
PycoEdgeSolver,10x10,10,647648625,88058
PycoEdgeSolver,10x10,11,689872625,132455
PycoEdgeSolver,10x10,12,674539292,129387
PycoEdgeSolver,10x10,13,969547167,173875
PycoEdgeSolver,10x10,14,672982000,125808
PycoEdgeSolver,10x10,15,1135020291,231832
PycoEdgeSolver,10x10,16,616694375,58977
PycoEdgeSolver,10x10,17,1428045875,243824
PycoEdgeSolver,10x10,18,1529027958,244823
PycoEdgeSolver,10x10,19,1127894084,183343
PycoEdgeSolver,10x10,20,696973625,122740
PycoEdgeSolver,10x10,21,1822583959,296168
PycoEdgeSolver,10x10,22,662449417,129387
PycoEdgeSolver,10x10,23,2318957917,482421
PycoEdgeSolver,10x10,24,601988833,58762
PycoEdgeSolver,10x10,25,1258744125,228834
PycoEdgeSolver,10x10,26,546831042,57685
PycoEdgeSolver,10x10,27,443657875,59623
PycoEdgeSolver,10x10,28,1003438625,88058
PycoEdgeSolver,10x10,29,512988875,58116
PycoEdgeSolver,10x10,30,535069916,88058
PycoEdgeSolver,10x10,31,571811792,87031
PycoEdgeSolver,10x10,32,407331875,57470
PycoEdgeSolver,10x10,33,519060750,90112
PycoEdgeSolver,10x10,34,867448750,171690
PycoEdgeSolver,10x10,35,299179041,59623
PycoEdgeSolver,10x10,36,420795750,59623
PycoEdgeSolver,10x10,37,345637083,57685
PycoEdgeSolver,10x10,38,505699167,90112
PycoEdgeSolver,10x10,39,358245042,57470
PycoEdgeSolver,10x10,40,607852917,60269
PycoEdgeSolver,10x10,41,617758958,60054
PycoEdgeSolver,10x10,42,362973375,58116
PycoEdgeSolver,10x10,43,490856500,89085
PycoEdgeSolver,10x10,44,526368708,91139
PycoEdgeSolver,10x10,45,330838083,58116
PycoEdgeSolver,10x10,46,382219375,61346
PycoEdgeSolver,10x10,47,524642625,87031
PycoEdgeSolver,10x10,48,506749041,88400
PycoEdgeSolver,10x10,49,701143750,130410
PycoEdgeSolver,10x10,50,2683875959,495599
PycoEdgeSolver,10x10,51,330644292,58116
PycoEdgeSolver,10x10,52,464911084,58331
PycoEdgeSolver,10x10,53,415836750,57470
PycoEdgeSolver,10x10,54,1440972083,58762
PycoEdgeSolver,10x10,55,3088746625,237828
PycoEdgeSolver,10x10,56,518415959,91139
PycoEdgeSolver,10x10,57,1256048083,249820
PycoEdgeSolver,10x10,58,700852875,124274
PycoEdgeSolver,10x10,59,480721417,95589
PycoEdgeSolver,10x10,60,492848166,91481
PycoEdgeSolver,10x10,61,988912667,182615
PycoEdgeSolver,10x10,62,414751041,58116
PycoEdgeSolver,10x10,63,465378750,57470
PycoEdgeSolver,10x10,64,700468542,58116
PycoEdgeSolver,10x10,65,491198375,59623
PycoEdgeSolver,10x10,66,499376584,91481
PycoEdgeSolver,10x10,67,306713917,58116
PycoEdgeSolver,10x10,68,354056292,58331
PycoEdgeSolver,10x10,69,333237167,60054
PycoEdgeSolver,10x10,70,533091916,57470
PycoEdgeSolver,10x10,71,631654459,88058
PycoEdgeSolver,10x10,72,543223667,59408
PycoEdgeSolver,10x10,73,647068375,57470
PycoEdgeSolver,10x10,74,1787356292,176788
PycoEdgeSolver,10x10,75,1047770208,129387
PycoEdgeSolver,10x10,76,509457125,58762
PycoEdgeSolver,10x10,77,603078000,87031
PycoEdgeSolver,10x10,78,1021817042,127342
PycoEdgeSolver,10x10,79,379125458,58331
PycoEdgeSolver,10x10,80,1926606458,386125
PycoEdgeSolver,10x10,81,340176333,58762
PycoEdgeSolver,10x10,82,424672541,58977
PycoEdgeSolver,10x10,83,719432000,133989
PycoEdgeSolver,10x10,84,3463085834,655572
PycoEdgeSolver,10x10,85,609982125,88400
PycoEdgeSolver,10x10,86,1470951791,305480
PycoEdgeSolver,10x10,87,495439625,91139
PycoEdgeSolver,10x10,88,366922166,60054
PycoEdgeSolver,10x10,89,467114417,58977
PycoEdgeSolver,10x10,90,564065542,91481
PycoEdgeSolver,10x10,91,460040583,89085
PycoEdgeSolver,10x10,92,765294083,128876
PycoEdgeSolver,10x10,93,520872791,90112
PycoEdgeSolver,10x10,94,364926875,59623
PycoEdgeSolver,10x10,95,433815083,58977
PycoEdgeSolver,10x10,96,309780417,57470
PycoEdgeSolver,10x10,97,409170417,59838
PycoEdgeSolver,10x10,98,341659750,58116
PycoEdgeSolver,10x10,99,349829334,59408
PycoEdgeSolver,10x10,100,394888125,57470
PycoEdgeSolver,10x10,101,278353375,58116
PycoEdgeSolver,10x10,102,644993500,125808
PycoEdgeSolver,10x10,103,1783671625,309471
PycoEdgeSolver,10x10,104,523905375,88058
PycoEdgeSolver,10x10,105,951672833,172418
PycoEdgeSolver,10x10,106,469396167,59408
PycoEdgeSolver,10x10,107,299466250,59408
PycoEdgeSolver,10x10,108,541320875,88058
PycoEdgeSolver,10x10,109,473098000,88058
PycoEdgeSolver,10x10,110,498097500,89085
PycoEdgeSolver,10x10,111,557866792,89085
PycoEdgeSolver,10x10,112,614764292,89085
PycoEdgeSolver,10x10,113,387825583,59408
PycoEdgeSolver,10x10,114,617220834,89085
PycoEdgeSolver,10x10,115,1468916209,237828
PycoEdgeSolver,10x10,116,342225208,60054
PycoEdgeSolver,10x10,117,582938500,86004
PycoEdgeSolver,10x10,118,552479208,58977
PycoEdgeSolver,10x10,119,602091750,60054
PycoEdgeSolver,10x10,120,322192625,57470
PycoEdgeSolver,10x10,121,1422729125,133478
PycoEdgeSolver,10x10,122,836549791,128876
PycoEdgeSolver,10x10,123,389704500,58762
PycoEdgeSolver,10x10,124,324525417,60054
PycoEdgeSolver,10x10,125,327657000,58762
PycoEdgeSolver,10x10,126,383557083,59408
PycoEdgeSolver,10x10,127,1574739000,304150
PycoEdgeSolver,10x10,128,477544917,91139
PycoEdgeSolver,10x10,129,1241904333,237828
PycoEdgeSolver,10x10,130,2237002667,486813
PycoEdgeSolver,10x10,131,670140125,125808
PycoEdgeSolver,10x10,132,392905291,57470
PycoEdgeSolver,10x10,133,1276868875,234830
PycoEdgeSolver,10x10,134,559350667,90454
PycoEdgeSolver,10x10,135,536935125,91139
PycoEdgeSolver,10x10,136,378838208,57470
PycoEdgeSolver,10x10,137,2313653167,482421
PycoEdgeSolver,10x10,138,878233791,171690
PycoEdgeSolver,10x10,139,258970416,58331
PycoEdgeSolver,10x10,140,416001083,61346
PycoEdgeSolver,10x10,141,330184834,58762
PycoEdgeSolver,10x10,142,669044834,125808
PycoEdgeSolver,10x10,143,349937208,58116
PycoEdgeSolver,10x10,144,643581917,130410
PycoEdgeSolver,10x10,145,367205959,59192
PycoEdgeSolver,10x10,146,847322084,138591
PycoEdgeSolver,10x10,147,296871750,58331
PycoEdgeSolver,10x10,148,1169919584,228834
PycoEdgeSolver,10x10,149,609118667,59623
PycoEdgeSolver,10x10,150,408045125,60054
PycoEdgeSolver,10x10,151,544245084,89085
PycoEdgeSolver,10x10,152,953183875,173875
PycoEdgeSolver,10x10,153,514961584,89085
PycoEdgeSolver,10x10,154,313132833,58116
PycoEdgeSolver,10x10,155,474070292,93193
PycoEdgeSolver,10x10,156,772654334,88058
PycoEdgeSolver,10x10,157,501282250,90112
PycoEdgeSolver,10x10,158,336931792,58762
PycoEdgeSolver,10x10,159,866645583,171690
PycoEdgeSolver,10x10,160,1465165209,312132
PycoEdgeSolver,10x10,161,2177395791,475832
PycoEdgeSolver,10x10,162,467502125,90112
PycoEdgeSolver,10x10,163,350449292,58762
PycoEdgeSolver,10x10,164,359832583,58977
PycoEdgeSolver,10x10,165,507320666,58116
PycoEdgeSolver,10x10,166,376402416,58977
PycoEdgeSolver,10x10,167,307509000,58977
PycoEdgeSolver,10x10,168,400345417,57685
PycoEdgeSolver,10x10,169,567678916,88058
PycoEdgeSolver,10x10,170,2368215292,489010
PycoEdgeSolver,10x10,171,336682916,58116
PycoEdgeSolver,10x10,172,370884167,58331
PycoEdgeSolver,10x10,173,297592375,60700
PycoEdgeSolver,10x10,174,1128325334,180430
PycoEdgeSolver,10x10,175,611137708,58331
PycoEdgeSolver,10x10,176,1107123208,88400
PycoEdgeSolver,10x10,177,1413432250,58762
PycoEdgeSolver,10x10,178,636705375,59623
PycoEdgeSolver,10x10,179,451655958,59408
PycoEdgeSolver,10x10,180,1260096584,234830
PycoEdgeSolver,10x10,181,352916125,59623
PycoEdgeSolver,10x10,182,295218584,58762
PycoEdgeSolver,10x10,183,507821041,59408
PycoEdgeSolver,10x10,184,863488792,125808
PycoEdgeSolver,10x10,185,1150394208,171690
PycoEdgeSolver,10x10,186,412478500,58331
PycoEdgeSolver,10x10,187,309606792,58116
PycoEdgeSolver,10x10,188,583260333,91481
PycoEdgeSolver,10x10,189,377114666,58762
PycoEdgeSolver,10x10,190,692509333,127853
PycoEdgeSolver,10x10,191,320767458,57470
PycoEdgeSolver,10x10,192,706935375,136034
PycoEdgeSolver,10x10,193,551279250,91139
PycoEdgeSolver,10x10,194,324685917,58331
PycoEdgeSolver,10x10,195,458201709,58116
PycoEdgeSolver,10x10,196,334607333,58331
PycoEdgeSolver,10x10,197,675323083,130410
PycoEdgeSolver,10x10,198,342181541,58762
PycoEdgeSolver,10x10,199,551704166,87031
PycoEdgeSolver,10x10,200,1203227834,244823
